,Construction Estimator,Flushing Queens,"
        
-Position: Construction Estimator  (Office Location in Flushing/College Point Area)
-Full Time Employment
-Health Benefits Offered
-Medium Size and Growing Construction Company 
-Fully Operational General Contracting Office-All Resources to be Supplied to Estimator Including Tools/Programs as Needed to enhance job Performance

1) General Construction Estimates to be performed including  jobs from $10,000-$25,000,000+
    -From Minor Reno Work to Ground Up New Construction Work
2) Construction Experience Necessary 
3) Estimator Must have a good grasp of the Means and Methods of Construction
4) 3+ Years Estimating Experience is a Plus
5) Must be capable of producing scope sheets for sub contractors and leveling all GC and Sub Contractor Bids
6)Experience in public entities is a plus.  SCA, NYCHA, Port Authority, MTA & Various Prevailing Wage Jobs


    "
,Senior Architect | Restaurant Architecture Firm,Midtown,"
        
Title:Senior Architect - Project Manager | Restaurants

Company Description:
Commercial Architecture + Design Firm that provides professional Architectural, Planning and Design services for restaurants and large retail projects.

Position Description:
Senior Architect - Project Manager with 7 plus years of related experience working with restaurants or food and beverage projects to manage work on fine dining restaurants.Required:Bachelor of Architecture or Masters of Architecture.Project experience must include restaurants.Strong Project management skills.Strong AutoCAD skills.

GREAT COMPENSATION BASED UPON AN ANNUAL SALARY PLUS BENEFITS AND PERKS
Immediate In Person Interview and Immediate Hire. 
Candidate must be currently authorized and eligible to work in the U.S. for any employer. 
Must be available to begin work in two weeks from date of hire.    "
,Floor Plan Measurer: AS-BUILT Drawings $50/hr (NY),"New York, NY","
        
We have an immediate opening for a floor plan measurer. This is a flexible position for part-time work (contractor). You will set your own schedule and we will fit appointments into your availability (M-F, 9-5 only). 

Applicant must be highly experienced in creating as-built condition drawings (floor plans) of residential and commercial properties in CAD. Applicant must have the ability to create CAD drawings on-site using own laptop and AutoCAD software. Taking measurements on paper and later transferring to CAD drawings is NOT acceptable. Applicant must use a laser tape measure on-site.

Applicant must:
- Have a good understanding of building construction
- Be highly-proficient in CAD
- Have availability during normal weekday business hours: 9-5 to survey properties (please do not apply if you are looking for after-hour or weekend appointments.)
- Have own vehicle to visit properties
- Be reliable and very detail oriented

There are no set number of measurements in a day or week as appointments vary from week to week. We prefer a candidate with lots of availability but can set up as many or as few appointments as desired. This is a great, flexible opportunity for the right candidate.

Compensation: $50 per hr plus $10 travel and $10 per diem

Please send email with your previous work experience and education. 
You must use the following subject line in your email: ""Re: Floor Plan Measurer - New York""    "
,Senior Mechanical Design Engineer,,"
        
Senior Mechanical Design Engineer must create and launch six product prototypes and related commercial versions. Senior Mechanical Design Engineer must design an additional three prototypes using Autodesk Inventor, AutoCAD and Autodesk CFD for 3D modeling product design related tasks.
Senior Mechanical Design Engineer must optimize final manufacturing product costs by more than 25% by using python for SKU sizing optimization and use data modeling for ongoing optimization of product and processes. 
In the Research and Development phase of our business, Senior Mechanical Design Engineer oversees development of electrifying gas and oil boilers in NYC in partnership with National Grid & Columbia University. This will help to eliminate the use of fossil fuels for heating in the city and would improve air quality.  
Senior Mechanical Design Engineer performs ongoing modeling simulations of thermodynamic processes.
In the Product/Project Management phase of our business, Senior Mechanical Design Engineer manages relationships with manufacturers, and compiles functional and technical specifications including unique design specifications for various products. Senior Mechanical Design Engineer must also manage and review iterative feedback processes for manufacturing components.
Senior Mechanical Design Engineer oversees and provides technical advice for the installation of large projects including the full retrofit of Providence public housing and Providence public schools in partnership with National Grid.
Daily supervision of 2 subordinate Buildings Engineers; and 3 subcontractors.
Requirements: Bachelor's Degree in Mechanical Engineering plus 1 year progressive postgraduate experience. Radiator Labs, Inc, New York City, NY. Resume to jobs@radiatorlabs.com    "
,Architectural Drafter (Mid/Sr),Flatiron,"
        
Architecture / Interior Design office located in the NYC Flatiron District specializing in the design of high end custom homes and luxury interiors. We are seeking an Intermediate to Senior Architectural Drafter to work in a small fast-paced office with the firm principal and staff preparing design development and construction drawing sets. Candidates for this position must exhibit a strong design sensibility and knowledge of construction systems and assembly. All candidates must demonstrate proficiency in AutoCad and Revit in all the preparation of 2D and 3D drawings and detailed construction documents including the ability to work on multiple projects and communicate effectively with clients & consultants. Candidates must also comprehend architectural redlines and efficiently produce documents and revisions.

Specific qualifications:
• Professional or Graduate degree in Architecture (desired, not required) with at least 5 years professional experience
• Detail oriented, efficient and adaptable to changing deadlines and priorities
• Must be highly motivated and proactive in fast-paced environment
• Ability to quickly absorb and utilize company-specific techniques, standards and procedures
• AutoCAD & Revit Proficiency Required
• Advanced Sketch-Up, 3D Rendering a plus
• Proficiency in advanced BIM tools
• Translate current AutoCAD standards to Revit
• Strong written and verbal communication skills
• Good interpersonal skills and able to work independently and as part of a team
• Ability accurately measure and document existing conditions
• Experience working on custom homes, retail & corporate offices
• Knowledge of  NYC residential zoning a plus
• Experience in Preparing NYC Department of Building Filing Sets a plus
• US Citizen or have a current work visa for work in the US

Salary: Competitive compensation commensurate with experience

Submit: Resume and Work Samples    "
,Interior Designer (Int/Sr),Flatiron,"
        
Architecture / Interior Design office located in the NYC Flatiron District specializing in the design of contemporary high-end custom home interiors. We are currently seeking a professional candidate to work directly with principal who is passionate about contemporary interior design, self-motivated, capable of handling multiple projects efficiently with minimum supervision. Must be creative, innovative, highly detailed-oriented, and have excellent analytical and problem-solving skills.

Responsibilities:
• Perform leadership role designing projects in all phases of design, from programming to contract administration;
• Have a good understanding of interior finishes, materials, furniture, lighting, fixtures, and FF&E schedules and budgets for residential projects;
• Prepare presentation boards, AutoCAD drawings (including electrical & lighting plans), elevations, renderings, specifications, purchase orders and invoices;
• Manage the development of design from initial site measuring until final installations of FF&E;
• Visit job sites to address and resolve construction/installation issues;
• Schedule and conduct Client meetings to keep Clients current on proposed designs;
• Review submittals, shop drawings, substitutions and field conditions for conformance with design intent;
• Coordinate with outside team members such as contractors, vendors, workrooms and R&D companies;
• Track project tasks for multiple projects simultaneously; keep track of invoices, budget and timelines;
• Communicate with vendors, visit showrooms to select samples necessary for presentations.

Required Skills and Experience:
• 3-4 years post-graduate design experience with large experience working in high-end residential interiors projects;
• Bachelor's Degree in Interior Design or Architecture is a must. Master's Degree and/or NCIDQ are a plus;
• Proficiency in AutoCAD, REVIT, Photoshop and Sketchup;
• Excellent writing and communication skills;
• Excellent organizational and teamwork skills, with meticulous attention to detail;
• Must be proactive in anticipating Client questions;
• US Citizen or have a current work visa for work in the US

Salary: Competitive compensation commensurate with experience

Please Submit Resume and Work Samples    "
,Entry-Level Junior Estimator,Upper East Side,"
        


We are the seller of high-end window & doors for residential and commercial projects throughout the NY Metro/Northeast area.  Our sales office is located on the Upper East Side, with manufacturing operations located in numerous locations throughout Europe and South America. We sell various product lines, including thermally-broken steel, stainless steel, bronze and aluminum as well as wood (mahogany) and wood/aluminum clad.  All of our projects are custom made to order based on the customer’s needs.  

We are a small company that is growing quickly, and looking to find an entry level employee to help out and learn so they can eventually transition into a more important role.



-  Interpret architectural drawings to create a project takeoff to be sent to manufacturers for pricing
-  Find leads using verified techniques to feed the sales team




-  Salary, computer, expense reimbursement & health insurance
-  Role will eventually transition into a promotion to project management or sales




-  Strong knowledge of computers and software.  Programs will include Excel, Podio & basic PDF software.  Occasional use of an AutoCAD reader (no drafting).  We will teach each program to the right candidate, but experience in any of these is a plus.  

-  Strong attention to detail.  You will be reviewing documents with lots of information on them, so being able to pick up on patterns and spot irregularities is a must.

-  Ability to read architectural drawings a plus

-  Willing to learn:  we will train the right candidate over the first 6 months, but during this time you will also need to learn independently in your free time to get up to speed as quickly as possible.

-  Strong communication skills.  You will be collaborating with other engineers and will need to describe issues, resolutions, updates and requirements in a clear manner.

-  Bachelor’s degree in any technical field preferred, but not required.  A field relating to architecture, construction or engineering would be ideal.

-  Work experience in construction, architecture or engineering-related field preferred, but not required.   







    "
,Architect 3-10 years' Experience,Manhattan,"
        
Terrence O'Neal Architect LLC and ACB Architects, now merged as Tonab Architecture PLLC, seek project manager-level individual for design and construction documents for varied projects for local universities, airport work, and K-12 schools. The ideal candidate will have the following qualifications:

1. Accredited Degree in Architecture: B.Arch or M.Arch from a NAAB-accredited school.
2. Knowledge of Revit is required
3. 3-10 years' NYC experience minimum
4. Ability to handle all phases from design through construction documents    "
,AutoCad is a requirement.......,Upper East Side,"
        
But if you know AutoCad and have a passion for interior designing and building....WE WILL TRAIN THE RIGHT CANDIDATE!!!

The Renovated Home, a boutique interior design/build firm specializing in high end residential design AND build, is seeking a talented junior architectural designer with exceptional design and communication skills for a full time design position with our team.

We are looking for a talented interior design | architectural graduate to learn all facets of the process of  interior designing and building residential projects.  Additionally helpful is prior experience in detail construction drawings, extensive material knowledge, M.E.P, lighting,

Candidate must be a team player, energetic, motivated, highly organized and a positive attitude.

Requirements:
• Proficient in AutoCAD, Microsoft Office and Photoshop | Indesign
• Strong verbal and written communication skills
• All Applicants Must Be Qualified for U.S. Employment
• Must be available 
• Rendering and sketching skills are a plus
• Interior construction detailing is a plus
• Living within the 5 boroughs is pretty much a requisite as well.

Please send your resume along with your portfolio via email.    "
,Estimating Plan Clerk,long island city,"
        
Mechanical Contractor specializing in HVAC construction, installation and maintenance for the NY Tri-State area is currently seeking a qualified candidate to fill the role of a Plan Clerk on a full time basis. The Plan Clerk will report directly to the Director of Estimating. The Plan Clerk will be responsible in receiving and reviewing documents in regards to estimating, managing electronically stored files and following up on document changes. The job is heavily dependent on computer usage, you will be responsible in obtaining, sorting all plan documents for the company.

Description:

Plan Clerk will receive and review all request for proposals from clients.
Work with estimators to develop and manage an estimating schedule.
Obtain pricing from vendors and suppliers and subcontractors.
Ensure the estimating team has up to date information.
Maintain, update, and organize all electronic files including hard copies.
Assist in the preparation of proposals and bid folders
Follow-up on bids and estimates
Responsible for obtaining drawings for bidding purposes.

Qualification:

Minimum 1 year experience in a construction company
Ability to multi-task, work in a fast pace environment.
Strong organization skills.
Excellent verbal and written communication skills.
Should be well versed in computer usage and software such as Microsoft Office and Building Connected.

Our Company offers:

Medical / Dental / Vision
401(k)
Paid Time Off
Employee Stock Ownership Plan

The above statements are intended to describe the general nature and level of work performed by people assigned to this classification. They are not intended to be a complete list of all responsibilities, duties and skills required of personnel so classified. Duties and responsibilities may be added or changed as deemed appropriate by management at any time.

We are an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, creed, color, national origin, sexual orientation, age, sex, predisposing genetic characteristics, marital status, domestic violence victim status, disability or military status.    "
,Drafter,Ridgewood,"
        
Construction company specializing in exterior restoration will hire a draftsman/assistant. Basic knowledge of AutoCad necessary. Technical education a plus. We are willing to train the right candidate. Please send you resume.    "
,Junior Architect,Mamaroneck,"
        
Keller/Eaton Architects, PC is an award winning, high-end residential architectural and interior design firm in Mamaroneck, NY. We are seeking a talented and motivated individual to join our team to help create amazing spaces. Position is full time, with competitive salary and benefits. 

Qualifications: 

-Bachelor of Architecture from an accredited institution.
-Ability to work independently and collaboratively in a team environment.
-Willingness to multi-task, work on many different projects and meet project deadlines.
-Clear and concise written and verbal communication skills.
-Efficient drafting skills with particular attention to detail and line weight.
-Experience/interest in residential architecture a plus.
-Positive attitude and driven to learn/succeed.
-An outgoing personality…zombies need not apply.
-Proficiency in Autocad
-Experience in Photoshop/3-D modeling a plus.

Salary commensurate with experience.

In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire.

For examples of our work or to learn more about the firm, please visit www.rkdea.com.

Please email your resume, work samples and salary requirements. No phone calls please.
    "
,Project Architect(s),"Jamaica, Queens","
        
Mssa, a Small Successful 8-Person Architectural studio based in Queens is seeking Project Architect(s). Our projects include single-family residential, multifamily, and mixed-use hospitality projects. The studio offers an opportunity to be involved in all phases of the urban built environment from Design Development, Construction Documents, Consultant Coordination and City Approvals to Project Close up. The candidate shall be willing to work on a whole range of projects from small extensions to multifamily and hospitality.

Requirements
• BS or 5-year Professional degree in Architecture
• Minimum 3 years US experience in an architecture office
• Proven ability to produce Construction Documents
• Working knowledge of NYC code and zoning regulations
• Familiarity with DOB procedures a plus
• Site visits and requisition review
• Check submittals and respond to requests for information
• Fluent with Autocad Architecture 2017/18
• Revit 2017 Experience a plus
• Strong work ethic 
• Fluent English 

Please submit your resume including work samples with a particular emphasis on construction documents.
    "
,Junior/Intermediate Architect - Immediate Hire,Long Island City,"
        
Want to make a difference in New York City? NY based practice and advocate for sustainable design, is seeking a positive energy Junior and Intermediate Architect to work in a collaborative environment directly with owner. Work includes client-facing full process architecture design. Seeking an individual who shares the same approach to sustainable design. 

Minimum Requirements:
1. Bachelor's and/or Master's Degree in Architecture
2. 1+ year of professional experience within an Architecture practice
3. Full CD production knowledge in Revit
4. Experience in NYC Building Codes/Zoning a plus    "
,Construction Inspector / Special Inspector,Queens,"
        
Job Description:

We are currently seeking an inspector to join our team to perform special inspection on New York City construction projects.

Duties and Responsibilities:
- Review construction documents and shop drawings.
- Perform special inspection for residential and commercial buildings in New York City.
- Prepare reports on inspection activities, file documentation and complete required technical report forms in accordance with New York City Building Codes.
- Coordinate with owners, contractors, and engineers.

Skills and Qualifications:
- High School Diploma is required. Bachelor’s degree or higher is preferred.
- 3+ years of related work experience as a construction or special inspector.
- Holding and/or be able to obtain the required ICC certification within three months of hire.
- Excellent verbal and written communication skills
- Ability to effectively work independently and collaboratively in a team environment
- Must be eligible to work in the United States
    "
,LAND SURVEY TECHNICIAN/PARTY CHIEF,NEW YORK,"
        
Seeking experienced individuals to work  as a Survey Technician/ Party Chief. Experience required is
Able to sketch detailed and accurate field notes.
Work independently with a robotic total station and GPS
Draft with AUTOCAD    "
,CIVIL ENGINEERS & Surveyors - All Levels,Midtown,"
        
  
     
  

We have positions for: Civil CAD Designer, Civil Project Engineer, Licensed Civil Engineer, Civil Project Manager, Structural Engineer and Land Surveyor   

Positions open for types of project disciplines: Land Development / Site Development, Transportation Engineering, Water Resources, Structural Engineering and Land Surveying   

For CONFIDENTIAL CONSIDERATION: 
Email your resume to: jobs@trabucogroup.com 
 
For full list of Engineering positions, visit us at: 



 KEYWORDS: civil engineering, site development, land development, grading, drainage, storwmwater, SWPPP, paving, striping, traffic control, transportation, signal, signage, railway, highway design, roadway, water, wastewater, hydrology, hydraulics, earthwork, utility design, water resources, wastewater, Autocad, Civil 3D,  REVIT, StaadPro, Microstation, inroads, ArcGIS, surveying, topos, geotechnical, geotech, GIS, structural, ASCE, EIT, PE, TE, survey, surveying, topos, boundaries, ALTA maps, legal description and plats, Appraisal Maps, Records of Survey, topography, photogrammetry, boundary surveys, construction staking, topcon, leica, carlson subdivision mapping, total station, PLS, RPLS, LSIT, SIT
    "
,Top Architectural Metal  + Glass Company looking for drafter/engineer!,Woodside,"
        
We are one of the top architectural metal and glass fabrication and installation companies in New York.  We work with fortune 500 company clients and the top architects in the city.  We are looking for an engineer that is proficient in CAD, understand construction processes and architectural details.  We are willing to train the right person.  You are self motivated, a problem solver and can work out vague details into something that can be built.   Join our team and enjoy a long term career opportunity, competitive pay and benefits.  Please send your resume along with some sample of your CAD work (the more detailed the better).    "
,Project Manager,queens,"
        
Project manager needed for drywall company based in queens.
Must have experience as a project manager on drywall jobs
Must be reliable, motivated and excellent organizational skills.
Proficient in  take off, reading plans, prepare proposals, quick books, Microsoft word and excel.
Must have the ability to manage new and existing drywall construction.
Please send salary requirements with resume.
The ideal candidate must be well versed in the drywall industry
    "
,Plumbing / Fire Protection Engineer,,"
        
Senior Plumbing / Fire Protection  Designer -- NYC  / Queens area 

Ideal candidate will have 2-10 years experience designing plumbing systems in facilities including multi-family, hi-rise, healthcare, institutional and high tech industrial.  

Prefer candidates with hi-rise / multi-family project experience.

Must be proficient with AutoCAD 

Revit experience is a plus. 

Salary and benefits are commensurate with experience 

Employee Medical fully covered by employer
PTO
Paid Holidays and more... 

No 3rd party agencies please.
    "
,Electrical Engineer,Midtown,"
        
Title: Electrical Engineer

Duties & Responsibilities:

-Design Electrical Systems  From Inception to Complete Construction Documents 
-Prepare Specifications 
-Survey of Existing Building Conditions 
-Assist in the Preparation of Reports 
-Complete all Phases of Design from Schematic through Construction Administration
-Preparation of Drawing and Specifications 
-Knowledge of NYC Filing Requirements and Procedures 
-Knowledge of Utility Companies Filing Requirements and Procedures 
-Coordination Between Architectural and Engineering Disciplines 
-Must have a working knowledge of AutoCAD with prior experience designing in an MEP Environment. 
-Strong Computer Skills and knowledge of REVIT Models a Plus


Desired Skills & Experience:
3+ Years experience

Additional Information:

Type: Full-timeFunctions: EngineeringExperience: Junior LevelIndustries: Architecture & Planning, Construction, Design

Salary Commensurate with experience
Full benefits 
PTO
Paid Holidays 
401k and more.    "
,Architect/Designer,New York,"
        
We are an established and awarded small architectural firm located in Manhattan. Our projects cover public buildings and educational facilities. We are looking to hire talented individuals who have the potential and ambition for growth towards positions in office leadership.
Our office organization enables staff members a hands-on experience. Working on multiple projects and different phases of work, including design, construction documents and job administration. Our transparent office environment provides exposure to all aspects of the practice.
Qualifications:
•	Be a US citizen or be permitted to work in the USA
•	Professional degree in Architecture
•	Skill in Autocad and presentation software. Revit capability a plus.
•	USA experience in design, detailing and construction administration.
•	Verbal and writing abilities.
Work description:
•	Participate in the design and production of multiple projects at all design and project administration phases.
•	Attend site meetings and prepare minutes. Observe and document progress and quality of construction work.
•	Communicate with in-house staff, consultants and clients.
•	Demonstrate skill in the use of drafting and presentation software.

We offer competitive salaries, health coverage and profit sharing.
Interested candidates should email a cover letter, resume, work samples and requested compensation in PDF format.
    "
,Senior Architect,Flatiron,"
        
Senior Architect
Nelligan White Architects is a 25‐person firm located in New York’s Flatiron district. The majority of our design work is focused on municipal, cultural, education and multi‐residential housing projects, and we have been recognized for our expertise in resilience master planning and sustainability.

Ideal applicants will demonstrate the following attributes:

•	Highly motivated
•	The ability to work independently and leading a team
•	Exemplary verbal and written communication
•	Senior level work experience with all phases of design and construction administration
•	Be a conceptual thinker with strong technical skills (design and drawing)
•	Experience providing detailed construction documents 
•	Experience writing specifications
•	The ability to work efficiently in a fast-paced environment

Responsibilities & Duties
•	Prepare original architectural plans, diagrams and data visualization.
•	Lead design assignments and supervise team progress.
•	Independently evaluate, select and apply standard planning techniques, procedures, and criteria
•	Using judgment for minor adaptations and modifications.
•	Recommend procedures in planning matters.
•	Work from plans/designs of others to compile data and perform design computations.
•	Assist in writing specifications.
•	Visits construction sites to gather information.
•	Receives instruction on specific assignment objectives and independently provides solutions for these objectives.
•	Support Principal/Partners on large projects.
•	Manage a team of intermediate to junior designers

Qualifications
•	10 years’ experience with a professional degree in Architecture and license preferred
•	High proficiency with AutoCAD. Adobe Suite and Revit knowledge is a plus.
•	Strong analytical and conceptual skills and ability to grasp complex functional program requirements.
•	Effective verbal and written communication skills.
•	The ability to work well leading a team environment with a collaborative and professional work ethic.
•	Experience working with large public agencies is a plus

Apply with the following items attached as one PDF in a zip file, Please enter “Intermediate Architect” in the subject line.
•	Cover letter
•	Resume in PDF format
•	Portfolio and work samples include renderings and construction document samples
•	Salary requirements
•	Two references that you have worked directly with in the last five years

Nelligan White Architects offers a competitive salary and benefits package, which includes: medical, dental and vision insurance, flexible spending account, disability insurance, paid time off, holiday pay and 401(k) participation. This is a full‐time, exempt position.

Nelligan White Architects, PLLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. Nelligan White Architects expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability or veteran status.







    "
,ARCHITECT,,"
        
looking for a architect with NYS licence and registered in NYC to review and consult construction drawings for  legality and work together on the job.
Please send you resume along with your licence #    "
,CAD/ESTIMATING/TAKE OFF SPECIALIST,Flushing/College Point,"
        
Busy iron work shop/overhead door company looking for experienced individuals.

Must have;
5 years experience with CAD
5 years experience with iron works and or overhead doors
2 years of prior internet/ebay/sales experience


Duties include but not limited to;
viewing drawings and specifications
preparing pricing sheet for each project
contacting outside vendors/contractors for pricing
preparing shop drawings and submittal packages
AIA invoicing 
keeping track of bid due dates    "
,Project Manager / Asst Project Manager,Upper East Side,"
        
We are the top residential design/build firm in the city and we are seeking to fill two positions:  Lead Project Manager and Asst Project Manager.  The positions are available at this time and are centric to Hi -End Residential work

Responsibilities:
•	Monitor all phases of construction
•	Assist with monitoring construction schedules and budgets
•	Coordinate with Clients, Subcontractors and Suppliers
•	Compose Submittals
•	Process Change Orders
•	Post Daily Reports
•	Prepare Meeting Minutes
•	Supervise trades

Requirements
•	Full Knowledge of AutoCad
•	MUST HAVE - Field Project Experience
•	MS Office proficiency
•.      Workplace by Facebook proficiency
•	Ability to read drawings and spec/source materials.

Experience:
•	Minimum 2-year experience as an Assistant Project Manager or equivalent role, preferably in NYC
•	Residential Design / Interiors construction project management experience preferred
•	Experience with all the Microsoft Suite software especially excel.

Compensation:
•	Health benefits
•	Annual performance reviews
•	Salary commensurate with experience
•	End of year holiday bonus
•	Opportunity for financial, professional and personal growth    "
,Project Architect/ Project Manager,Midtown,"
        
Architectural firm seeking a candidate with 7-10 years’ experience in architectural and interior design to provide quality control and construction administration focusing on interior finishes and detailing for a large public project in midtown Manhattan.

Responsibilities:
- Full time position at Manhattan midtown Field Office to oversee and manage schedule of mock-ups and samples of interior finishes
- Coordination of Architectural and Interior details with contractor during the construction phase.
- Coordination with design drawings during the construction process 
- Quality control of construction and mock-ups. Coordination and verification of materials, finishes and details.
- Communication with design team to resolve design/ technical related items prior to fabrication/ installation.  
- Review of contractor's shop drawings in Construction Administration phase to guarantee compliance of  with architectural design intent.

Requirements:
- Willing to work full time for +/- 1 year at the site office.
- B Arch degree is a minimum requirement.
- 7 - 10 years of experience in all phases of architectural and interior design, construction documents and construction administration. 
- Experience in construction administration of large scale projects desirable.
- Proficiency in AutoCAD and Revit, with experience in construction documents/ interior detailing.
- Good written and verbal communication skills.
- Familiarity with NYC and NYS codes.
- Must be a team player with a good attitude and the ability to work under pressure to meet deadlines when necessary.
- Must be legally authorized to work in the US
- Send a cover letter, resume, portfolio and references (No phone calls or faxes please)    "
,Architectural drafter,Brooklyn NY,"
        
Qualifications:
Minimum experience: 3 years in architectural drafting
Strong knowledge of AutoCAD.
Construction Documents Experience
Degree in architecture preferred.
3D modeling / rendering skills 
Basic knowledge of NYC Zoning Regulations and NYC Building Code
Required professional references: 2 min    "
,JUNIOR AUTOCAD / PROJECT DESIGNER- RESIDENTIAL RENOVATION: TRHNYC,Upper East Side,"
        
We are The Renovated Home, New York City's premier Design/Build firm at the high end and we are seeking to hire a full-time Project Designer to work on a 1-3 high-end residential projects.

For the Project Designer position in New York City, the applicant must have extensive professional experience and knowledge of residential detailing, shop drawings and superior AutoCAD skills. The qualified candidates will need to be enthusiastic, hard working, well-organized and highly motivated w/excellent verbal and written communications skills. We call our approach from Cradle to College so the project designer is involved in every facet of the project - right through the move in.

Candidates will work directly with the firm's principal and project team to produce highly detailed designs, construction documents and manage all aspects of the projects during construction. Supervision available to assist w/completion of NCARB Intern Development Program.

QUALIFICATIONS

- Minimum (3) Years of Experience in High-end Residential Construction & Detailing
- Technical Expertise in AutoCAD, Expansive Construction Documents Experience
- Proficiency in Adobe Photoshop, 3D Modeling advantageous
- A minimum of (2) professional references.
-Candidates must confirm eligibility/qualifications to work in United States

Job Type: Full-time

Salary: $50,000.00 to $67,000.00 /year    "
,Assistant Construction Project Manager,,"
        
Assist PM directly onsite - at least 1 year of construction experience is needed.

We are looking for an individual who is eager to learn, motivated and a go-getter. Please reply with your resume.

Responsibilities and Duties:

Track and document and alert the PM to changes to project scope
Generate and track RFI's, submittals, updated drawings, sketches etc.
Update PM and Site Super on scheduling, deliveries, lead times, dependencies and all specification and plan changes as they occur
Schedule deliveries with suppliers via company office
Weekly Timeline update for PM
Implement site safety program along with PM
Keep detailed daily logs of work performed along with delivery log
Labor management and time tracking of crews, daily sign in for crew
Create, coordinate and manage photo log of projects week to week

Qualifications and Skills:

Clear communication
Concrete and masonry experience desired
Highly organized
Problem-solving
On-time
Excellent Microsoft Excel, Word, Adobe Acrobat and Outlook
Excels in team environment
Able to understand construction drawings
Osha 30 required
62hr SST is a plus

Job Type: Full-time    "
,Drafting / Structural / Site Safety Plans,,"
        
Looking for CAD drafters, Architectural, Structural, MEP, Safety Plans and Site Safety Plans. 

Please send resume and sample work. Also a sample of any site safety plans you did in NY.    "
,Auto Cad Draftsperson/Landscape Designer,Miller Place,"
        
Landscape Designer/ Assistant to Principal /Drafts Person (Miller Place).  Landscape Design/Build/Furnish Firm currently seeking a qualified individual with experience in Auto Cad, SketchUp or other rendering software, Microsoft Office and Photoshop. Position available for a mature, disciplined, self motivated, honest, hard working, and committed individual.
Part time independent contracting position. Flexible hours, office and field work. Competitive pay. Comfortable office setting with ability to work from home, working on exciting high-end residential landscape design / build projects. 
Candidate must own their own Auto-Cad program, Lap-top and transportation. Candidate will be involved in design, construction details, estimating, field supervision and drafting. 
Please send resume and cover letter. No resumes with residency outside of Suffolk County, NY will be considered. Please have the experience and examples of design work before applying.
    "
,Architectural Consultant/Expediter,Downtown,"
        
Building and Zoning Law Consultant is seeking college graduates with Bachelors and/or Masters in Architecture or Engineering and an interest in the Department of Buildings Code Consultation/Expediting for a full time position.  Filing representatives with Class 1 or 2 DOB IDs will also be considered.  

Applicants must have the ability to communicate the items required for approval with colleagues and clients. Must be able to multi-task in order to expedite a large number of projects. Applicants must have strong communication, organizational and computer skills. Microsoft Word, Outlook and Excel experience required. 

Please send resume detailing past experience and include salary requirements.  Experience with NYC Building Code and Zoning Law is preferred but not required.  Please indicate your level of experience in your reply.

We offer a competitive salary based on level of experience along with an extensive benefits package including Metrocards, paid vacation, 401k with Employer match and medical, dental, vision and life insurance.

If this ad is up, the job is available, no matter the posted date. 

We are an Equal Opportunity Employer.
    "
,Office Administrator Wanted @ Architectural Firm,Upper West Side,"
        
We are a small residential architectural firm seeking an Office Administrator candidate with prior experience in the design industry and with working knowledge of Excel and MS Word (AutoCad, Sketch-Up and Adobe Suite are a plus). The position is full-time with immediate availability. 

Duties Include:
Answering Calls
Preparing and issuing invoices via Excel
Preparing and issuing proposals via MS Word
Maintain Sample Department / Library 
Filing
Assist Staff as Needed

Required Skills:
Professionalism
Ability to Multi-Task 
Great Organizational Skills 
Portfolios Welcomed

Email cover letter, resume, and portfolio (if available). 
No phone calls, please.    "
,Architectural Senior Drafter/Job Captain,Midtown West,"
        
SBLM New York is looking for a highly motivated Senior Drafter/Job Captain who has a passion for understanding weather related problems that occur on existing older buildings.

Responsibilities include, but not limited to: 
Coordinate and develop construction documents
Take on technically challenging issues with Project Manager
Perform code and zoning analyses
Review and redline drawings
Oversee drafters as required
Produce deliverables without requiring constant supervision
Organize and lead site visits and surveys
Conduct material research and meet with vendor as necessary, to understand
materials and products
Take initiative to complete work

Requirements:
Bachelor’s Degree in Architecture
3 or more years’ experience in an Architect’s office
Must be proficient in AutoCAD, Revit and other applicable industry software
General understanding of codes and zoning
General knowledge of building details and construction administration 
Experience working with exterior envelope
Positive attitude and driven to succeed

. Compensation and Benefits:
•	We offer an excellent benefit package
•	Benefits include Medical/Dental/Vision insurance plans, 401k Retirement plan, Flexible Spending Plan which includes transportation, parking, and more. 
•	Salary commensurate with level of experience
•	Our company culture features professional learning and growth opportunities, rewarding project types to participate in and free ongoing professional educational program
•	Creative and innovative work environment
.

Interested candidates should forward their cover letter and resume 
Please include Senior Drafter/Job Captain in the subject. No phone calls, please.
    "
